"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
13986,"H",7,6100,3,48,1000000,1001264,26,2,1,1,1,0,1,3,2,1,2,2,0,2,1,160,2,2,2,30,2,3,890,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,195000,2,960,7,4,0,0,0,46200,4,0,0,0,0,1,1,46200,9,0,4,4,4,1,1,1,6,0,2,0,25722
13990,"H",7,100,3,48,1000000,1001264,70,3,1,1,2,1,1,2,2,2,2,2,0,2,2,140,2,2,2,50,1,1,0,1,0,1,0,0,0,0,2,1,4,2,400,1,9,2,1,0,1,1,3,1,0,0,1,1000,4,5,0,0,0,50000,1,0,0,673,16,2,2,50000,9,0,1,1,1,1,1,1,3,1,2,0,41342.133
14015,"H",7,1901,3,48,1000000,1001264,44,1,1,1,1,0,1,2,3,1,2,2,0,1,2,1,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,5,2,1200,1,9,2,1,0,1,1,3,1,0,0,1,1,6,0,0,0,0,0,0,0,0,1200,50,1,6,29000,9,0,4,4,4,1,1,1,3,0,0,0,21238.379
14042,"H",7,4504,3,48,1000000,1001264,355,4,1,1,1,0,1,5,2,1,2,1,0,2,1,250,2,2,2,60,1,1,2500,1,0,2,0,0,0,3,2,1,12,0,0,1,9,2,1,0,1,1,2,1,0,350000,4,2100,11,2,0,0,0,250200,2,0,0,0,0,1,1,250200,9,0,2,2,2,1,1,1,4,1,4,0,8802
14202,"H",7,1902,3,48,1000000,1001264,58,5,1,1,1,0,1,3,2,1,2,2,0,2,2,100,1,2,2,3,1,3,1600,1,0,2,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,170000,2,920,4,2,1,0,1,452400,2,0,0,0,0,3,1,452400,9,0,3,3,3,1,1,1,5,3,5,0,104059.686
14431,"H",7,4633,3,48,1000000,1001264,116,5,1,1,1,0,1,4,2,2,2,2,0,2,2,150,1,2,2,50,1,1,0,1,0,2,0,0,0,0,2,1,8,2,1300,1,9,2,1,0,1,1,3,1,0,0,2,840,9,2,0,0,0,110500,3,0,0,1570,17,1,1,110500,9,0,3,3,3,1,1,1,3,3,5,0,90096.305
14724,"H",7,5500,3,48,1000000,1001264,8,2,1,3,2,1,1,4,2,0,2,2,0,0,0,200,0,2,2,3,2,3,700,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,90000,2,2400,1,3,0,0,0,49800,4,0,0,0,0,2,1,49800,9,0,4,4,4,1,1,1,7,0,2,0,52949.067
14800,"H",7,1904,3,48,1000000,1001264,62,4,1,1,1,0,1,5,2,2,2,2,0,2,2,120,1,2,2,50,1,1,2600,1,0,2,1,2700,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,390000,2,1400,7,1,0,0,0,220000,2,0,0,0,0,1,1,220000,9,0,3,3,3,1,1,1,3,2,4,0,38540.697
14824,"H",7,3502,3,48,1000000,1001264,138,3,1,1,0,0,1,1,8,2,0,2,0,2,1,1,2,2,2,1,2,1,0,1,0,2,0,0,0,0,2,1,2,2,670,1,9,2,1,0,1,1,3,1,0,0,2,1,4,2,0,0,0,35000,2,0,0,670,23,2,1,35000,9,0,2,2,2,1,2,1,2,1,3,0,82085.974
14851,"H",7,4802,3,48,1000000,1001264,70,2,1,1,3,1,1,3,2,1,2,2,0,2,1,200,2,2,2,3,1,3,800,1,0,2,1,830,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,80000,1,2,13,7,1,0,1,59200,4,0,0,0,0,1,3,59200,9,0,4,4,4,1,1,1,3,0,2,0,45588.59
15115,"H",7,1501,3,48,1000000,1001264,15,1,1,1,1,0,1,3,3,1,2,2,0,2,2,140,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,6,2,700,1,9,2,1,0,1,1,3,1,0,0,1,720,14,0,0,1,1,0,0,0,0,900,90,1,6,12000,9,0,4,4,4,1,1,1,2,0,0,0,42951.109
15552,"H",7,5201,3,48,1000000,1001264,114,4,1,1,0,0,1,2,4,2,0,2,0,2,2,170,2,2,2,2,1,3,0,1,0,1,0,0,0,0,2,1,4,2,600,1,9,2,1,0,1,1,3,1,0,0,3,2,5,1,0,0,0,59000,4,0,0,770,16,2,1,59000,9,0,4,4,4,1,1,1,4,0,4,0,77684.817
15566,"H",7,100,3,48,1000000,1001264,62,1,1,3,1,0,1,2,2,0,2,2,0,0,0,120,0,2,2,20,1,3,0,1,0,0,0,0,0,0,0,1,4,2,500,1,9,0,1,0,1,1,3,1,0,0,1,960,6,0,0,0,0,0,0,0,0,720,29,1,6,30000,9,0,4,4,4,1,1,1,2,0,0,0,65345.204
15658,"H",7,2305,3,48,1000000,1001264,81,6,1,1,1,0,1,4,2,2,2,2,0,2,1,230,2,2,2,3,1,3,800,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,4,1000,4,2,0,0,0,15300,2,0,0,0,0,2,1,15300,9,1,2,2,2,1,1,2,5,1,6,0,82003.807
15670,"H",7,5500,3,48,1000000,1001264,19,2,1,1,0,0,1,3,6,1,0,2,0,2,2,130,2,2,2,390,1,1,1100,1,0,2,0,0,0,3,2,1,9,0,0,1,9,1,1,0,1,1,2,1,0,150000,3,2,7,6,1,0,1,140430,4,0,0,0,0,1,2,140430,9,0,4,4,4,1,1,1,5,0,2,0,48706.3
15973,"H",7,1000,3,48,1000000,1001264,28,2,1,1,2,1,1,4,2,1,2,2,0,2,1,200,2,2,500,3,1,3,850,1,0,2,2,550,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,180000,2,30,10,4,1,0,1,80000,4,0,0,0,0,1,1,80000,9,0,4,4,4,1,1,1,4,0,2,0,74756.59
16071,"H",7,3305,3,48,1000000,1001264,148,2,1,1,1,0,1,4,2,2,2,2,0,2,1,120,2,2,2,50,2,1,1000,1,0,2,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,350000,2,1600,6,4,0,0,0,65700,4,0,0,0,0,2,1,65700,9,0,4,4,4,1,1,1,5,0,2,0,113276.14
16146,"H",7,2515,3,48,1000000,1001264,101,1,1,3,1,0,1,4,2,0,2,2,0,0,0,60,0,2,2,90,2,1,1700,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,250000,1,1200,4,0,0,0,0,0,0,0,0,0,0,1,6,50800,9,0,4,4,4,1,1,1,7,0,0,0,49996.289
16166,"H",7,5915,3,48,1000000,1001264,85,2,1,1,2,1,1,5,2,1,2,1,0,2,2,180,2,2,2,2,1,1,6400,1,0,1,2,4500,2,1,2,1,10,0,0,1,9,2,1,400,1,1,1,1,0,2411000,2,2400,11,1,0,0,0,610800,4,0,1,0,0,3,1,610800,9,0,4,4,4,1,1,1,4,0,2,0,54111.899
16393,"H",7,800,3,48,1000000,1001264,63,2,1,3,3,2,1,3,2,0,2,2,0,0,0,400,0,2,2,20,2,3,0,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,2,2,1,0,1000,6,360,10,4,1,0,1,28600,4,0,1,0,0,2,1,28600,9,0,4,4,4,1,2,1,4,0,2,0,58610.837
16479,"H",7,2313,3,48,1000000,1001264,111,2,1,1,0,0,1,1,7,1,0,2,0,2,2,80,2,1,2,3,1,3,0,2,0,2,0,0,0,0,2,1,3,2,550,1,9,2,1,0,1,1,3,1,0,0,1,1,7,7,1,0,1,2500,1,0,0,630,101,2,3,2500,9,0,1,1,1,1,1,1,1,1,2,0,27558.222
16631,"H",7,2001,3,48,1000000,1001264,57,2,1,1,1,0,1,3,2,1,2,2,0,2,2,170,1,1,2,20,1,3,0,1,0,2,0,0,0,0,2,1,5,2,1700,1,9,2,1,0,1,1,3,1,0,0,1,60,6,7,1,0,1,177000,4,0,0,1895,13,1,3,177000,9,0,4,4,4,1,1,1,3,0,2,0,35641.852
16653,"H",7,5904,3,48,1000000,1001264,105,1,1,1,1,0,1,2,2,2,2,2,0,2,1,120,2,2,2,2,1,3,800,1,0,2,1,770,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,1e+05,1,960,3,0,0,0,0,0,0,0,0,0,0,1,6,52650,9,0,4,4,4,1,1,1,4,0,0,0,31612
16747,"H",7,5306,3,48,1000000,1001264,122,1,1,1,0,0,1,1,9,1,0,2,0,2,2,50,2,2,2,1,1,3,0,1,0,1,0,0,0,0,2,1,2,2,1200,1,9,2,1,0,1,1,3,1,0,0,1,20,13,0,0,0,0,0,0,0,0,1252,15,2,4,99080,9,0,4,4,4,1,1,1,3,0,0,0,28468.769
16763,"H",7,6702,3,48,1000000,1001264,54,2,1,3,3,1,1,3,2,0,2,2,0,0,0,40,0,2,2,40,2,2,0,2,0,0,0,0,0,0,0,1,5,0,0,1,9,0,1,0,1,1,4,1,0,0,0,1,4,4,0,0,0,16400,4,0,0,0,0,2,1,16400,9,0,4,4,4,1,2,1,6,0,2,0,58496.982
16888,"H",7,1501,3,48,1000000,1001264,117,6,1,1,1,0,1,3,2,2,2,2,0,2,1,160,2,1,2,3,1,3,0,1,0,2,0,0,0,0,2,1,7,2,1300,1,9,2,1,0,1,1,3,1,0,0,3,1200,8,3,0,1,0,68400,2,0,0,1560,27,1,1,68400,9,0,2,2,2,1,1,1,1,1,6,0,37730.309
16930,"H",7,2513,3,48,1000000,1001264,81,3,1,1,1,0,1,4,2,2,2,2,0,2,2,180,2,2,2,50,2,3,2400,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,150000,1,70,3,8,0,0,0,67100,4,0,0,0,0,1,3,67100,9,0,4,4,4,1,1,1,4,0,3,0,42060.289
16942,"H",7,5915,3,48,1000000,1001264,32,5,1,1,1,0,1,4,2,2,2,2,0,2,2,130,2,2,2,3,1,3,950,1,0,1,2,1300,2,2,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,3,900,11,2,0,0,0,108000,3,0,0,0,0,2,1,108000,9,0,3,3,3,1,1,1,4,3,5,0,45612.118
17231,"H",7,6703,3,48,1000000,1001264,81,3,1,1,1,0,1,2,2,2,2,2,0,2,2,250,2,2,2,30,2,3,0,2,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,48000,5,280,7,7,0,0,0,37000,4,0,0,0,0,2,3,37000,9,0,4,4,4,1,1,1,5,0,3,0,146908.996
17348,"H",7,2006,3,48,1000000,1001264,117,1,1,1,1,0,1,3,2,1,2,2,0,2,2,300,1,2,2,3,1,3,4,1,0,1,1,130,1,1,2,1,4,0,0,1,9,2,1,340,1,1,1,1,0,1800,3,2,8,0,0,0,1,0,0,0,1,0,0,3,4,75000,9,0,4,4,4,1,1,1,2,0,0,0,71298.736
17441,"H",7,4701,3,48,1000000,1001264,28,1,1,3,0,0,1,1,9,0,0,2,0,0,0,1,0,2,2,3,1,3,0,1,0,0,0,0,0,0,0,1,5,2,750,1,9,0,1,0,1,2,3,1,0,0,1,1,3,0,0,0,1,0,0,0,0,750,13,1,6,71300,9,0,4,4,4,1,1,1,5,0,0,0,33498.743
17501,"H",7,3700,3,48,1000000,1001264,122,3,1,3,2,1,1,3,1,0,2,2,0,0,0,160,0,2,2,30,1,2,840,2,0,0,1,1000,1,1,0,1,6,0,0,1,9,0,1,0,1,1,1,1,0,60000,3,800,7,1,1,0,1,48400,2,0,0,0,0,1,1,48400,9,0,2,2,2,1,1,1,6,1,3,0,22759.64
17656,"H",7,4616,3,48,1000000,1001264,68,1,1,1,1,0,1,3,2,1,2,2,0,2,2,20,2,2,2,20,1,3,1500,1,0,2,1,890,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,150000,2,240,4,0,0,0,0,0,0,0,1,0,0,1,4,70000,9,0,4,4,4,1,1,1,4,0,0,0,25890.156
17863,"H",7,1905,3,48,1000000,1001264,100,3,1,1,1,0,1,5,2,1,2,2,0,2,2,200,2,2,2,40,1,1,2500,1,0,1,1,2700,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,350000,4,1100,6,3,0,0,0,84200,4,0,0,0,0,1,1,84200,9,0,4,4,4,1,1,1,5,0,3,0,47925.11
17883,"H",7,3200,3,48,1000000,1001264,64,1,1,3,0,0,1,2,6,0,0,2,0,0,0,120,0,2,2,3,2,3,0,1,0,0,0,0,0,0,0,1,3,2,630,1,9,0,1,0,1,2,3,1,0,0,2,1,6,0,0,0,0,0,0,0,0,750,10,1,6,93000,9,0,4,4,4,1,1,1,5,0,0,0,18229
18439,"H",7,2501,3,48,1000000,1001264,66,2,1,1,1,0,1,5,2,2,2,2,0,2,1,640,1,2,2,50,1,1,6400,1,0,2,0,0,0,3,2,1,10,0,0,1,9,2,1,0,1,1,2,1,0,9e+05,3,3600,7,2,1,0,1,119000,4,0,0,0,0,1,1,119000,9,0,4,4,4,1,1,1,5,0,2,0,58683.208
18565,"H",7,2006,3,48,1000000,1001264,115,1,1,1,1,0,1,3,2,2,2,2,0,2,1,100,2,2,2,3,1,3,500,1,0,2,1,1000,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,140000,2,60,11,0,0,0,0,0,0,0,1,0,0,3,4,140500,9,0,4,4,4,1,1,1,4,0,0,0,33894.87
18567,"H",7,5901,3,48,1000000,1001264,96,2,1,1,0,0,1,1,9,2,0,2,0,2,2,100,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,3,2,1800,1,9,2,1,0,1,1,3,1,0,0,1,280,8,1,0,0,0,104000,4,0,0,1923,22,1,1,104000,9,0,4,4,4,1,1,1,1,0,2,0,81055.809
18759,"H",7,800,3,48,1000000,1001264,20,2,1,1,1,0,1,3,2,1,2,2,0,2,2,90,2,2,2,70,2,2,1200,1,0,1,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,108000,2,820,2,4,0,0,0,44400,4,0,0,0,0,1,1,44400,9,0,4,4,4,1,1,1,7,0,2,0,32171.652
19053,"H",7,4301,3,48,1000000,1001264,64,2,1,1,1,0,1,3,2,2,2,2,0,2,2,250,2,2,2,3,1,3,1200,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,90000,6,700,5,1,1,0,1,77400,4,0,0,0,0,1,1,77400,9,0,4,4,4,1,1,1,7,0,2,0,60908.746
19146,"H",7,5907,3,48,1000000,1001264,84,2,1,2,3,5,1,3,2,0,2,2,0,0,0,100,0,2,2,3,1,3,2000,1,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,2e+05,2,400,7,4,0,0,0,437000,4,0,0,0,0,1,1,437000,9,0,4,4,4,1,1,1,6,0,2,0,31786.874
19149,"H",7,2309,3,48,1000000,1001264,312,7,1,1,1,0,1,5,2,2,2,2,0,2,2,560,2,2,2,120,1,1,0,1,0,1,0,0,0,0,2,1,10,2,3000,1,9,2,1,0,1,1,3,1,0,0,3,2400,7,7,0,0,0,174000,2,0,0,3880,27,5,3,174000,9,1,2,2,2,1,1,2,1,5,7,0,23468.163
19262,"H",7,2102,3,48,1000000,1001264,66,2,1,1,1,0,1,2,2,2,2,2,0,2,2,200,1,2,2,50,1,1,1200,1,0,2,2,340,2,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,65000,0,1200,5,3,1,0,1,85120,4,0,1,0,0,1,1,85120,9,0,4,4,4,1,1,1,7,0,2,0,75860.097
19296,"H",7,2510,3,48,1000000,1001264,77,1,1,1,0,0,1,2,9,2,0,2,0,2,2,140,2,2,2,3,2,3,0,1,0,1,0,0,0,0,2,1,4,1,2200,1,9,2,1,0,1,1,3,1,0,0,1,1,11,0,0,1,0,0,0,0,0,2340,101,1,6,25200,9,0,4,4,4,1,1,1,3,0,0,0,79265.713
19298,"H",7,4802,3,48,1000000,1001264,6,4,1,1,1,0,1,3,1,1,2,2,0,2,2,140,2,2,2,30,1,1,0,1,300,1,0,0,0,3,2,1,5,0,0,1,9,1,1,0,1,1,2,1,0,12000,4,120,7,1,1,0,1,63600,2,0,0,0,0,2,1,63600,9,0,2,2,2,1,1,1,2,1,4,0,52618.323
19304,"H",7,6200,3,48,1000000,1001264,122,3,1,1,1,0,1,3,2,2,2,2,0,2,2,200,2,1,2,3,1,3,1000,1,0,1,1,610,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,125000,2,80,8,7,1,0,1,12600,2,0,0,0,0,2,3,12600,9,1,2,2,2,1,1,2,5,1,3,0,38156.963
19319,"H",7,5304,3,48,1000000,1001264,52,2,1,1,0,0,1,1,7,1,0,2,0,2,1,240,2,2,2,1,2,1,0,2,0,1,0,0,0,0,2,1,3,2,800,1,9,1,1,0,1,1,3,1,0,0,1,1,8,1,0,0,0,60000,4,0,0,1040,21,2,1,60000,9,0,4,4,4,1,1,1,1,0,2,0,51819.672
19528,"H",7,4501,3,48,1000000,1001264,14,2,1,1,2,1,1,3,1,1,2,2,0,2,1,90,2,2,2,30,1,1,1400,1,850,2,2,290,2,1,2,1,4,0,0,1,9,1,1,0,1,1,1,1,0,120000,2,3600,8,3,0,0,0,72740,4,0,0,0,0,1,1,72740,9,0,4,4,4,1,1,1,5,0,2,0,56873.604
19532,"H",7,5100,3,48,1000000,1001264,51,4,1,3,2,1,1,3,1,0,2,2,0,0,0,160,0,1,2,3,1,3,150,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,150000,6,2,7,2,0,0,0,40000,1,0,0,0,0,2,1,40000,9,0,1,1,1,1,1,1,1,2,4,0,30429.364
19597,"H",7,1907,3,48,1000000,1001264,64,1,1,2,1,0,1,3,2,0,2,2,0,0,0,550,0,2,2,3,1,3,1000,2,0,0,1,600,1,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,120000,1,120,13,0,0,0,0,0,0,0,0,0,0,1,6,80000,9,0,4,4,4,1,1,1,4,0,0,0,69387.602
19841,"H",7,1904,3,48,1000000,1001264,106,2,1,1,1,0,1,3,2,1,2,2,0,2,2,50,2,2,2,40,1,1,1500,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,225000,2,1100,7,3,0,0,0,85210,4,0,0,0,0,1,1,85210,9,0,4,4,4,1,1,1,4,0,2,0,67711
19939,"H",7,5914,3,48,1000000,1001264,44,5,1,1,2,1,1,4,2,1,2,2,0,2,1,500,2,2,2,200,1,2,2800,1,0,1,2,3000,2,1,2,1,16,0,0,1,9,2,1,0,1,1,1,1,0,9e+05,3,3600,9,1,0,0,0,447600,3,0,0,0,0,1,1,447600,9,0,3,3,3,1,1,1,4,3,5,0,48145.741
