"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACCESS","ACR","AGS","BATH","BDSP","BLD","BROADBND","BUS","COMPOTHX","CONP","DIALUP","DSL","ELEP","FIBEROP","FS","FULP","GASP","HANDHELD","HFL","INSP","LAPTOP","MHP","MODEM","MRGI","MRGP","MRGT","MRGX","OTHSVCEX","REFR","RMSP","RNTM","RNTP","RWAT","RWATPR","SATELLITE","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FFINCP","FGRNTP","FHINCP","FINCP","FPARC","FPLMPRP","FSMOCP","GRNTP","GRPIP","HHL","HHT","HINCP","HOTWAT","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","BTUEL"
2303,"H",7,1906,3,48,1000000,1001264,47,3,1,1,1,0,1,3,2,2,2,2,0,2,1,260,2,2,2,30,1,1,2400,1,0,2,2,2000,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,270000,2,680,7,1,1,0,1,917000,2,0,0,0,0,1,1,917000,9,0,2,2,2,1,1,1,3,1,3,0,65985.069
2351,"H",7,3900,3,48,1000000,1001264,42,2,1,1,2,1,1,2,2,1,2,2,0,2,2,190,2,2,280,3,1,3,1100,1,0,2,0,0,0,3,2,1,7,0,0,1,9,1,1,0,1,1,2,1,0,165000,2,670,13,4,1,0,1,14900,4,0,1,0,0,1,1,14900,9,0,4,4,4,1,1,1,1,0,2,0,25002.778
2371,"H",7,4618,3,48,1000000,1001264,106,5,1,1,1,0,1,3,2,1,2,2,0,2,1,60,2,2,2,80,1,1,1900,1,0,2,2,770,2,2,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,120000,4,1900,3,1,0,0,0,60500,2,0,0,0,0,2,1,60500,9,0,2,2,2,1,1,1,3,2,5,0,50549.308
2374,"H",7,3601,3,48,1000000,1001264,47,1,1,3,2,1,1,2,2,0,2,2,0,0,0,180,0,2,2,3,2,3,1200,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,75000,1,480,15,0,0,0,0,0,0,0,0,0,0,1,4,18000,9,0,4,4,4,1,1,1,3,0,0,0,35898.853
2413,"H",7,4616,3,48,1000000,1001264,211,4,1,1,1,0,1,4,2,1,2,2,0,2,2,250,2,2,2,50,2,3,2800,1,0,2,1,1800,1,1,2,1,6,0,0,1,9,1,1,0,1,1,1,1,0,3e+05,2,1800,6,2,0,0,0,40000,2,0,0,0,0,5,1,40000,9,0,2,2,2,1,1,1,2,2,4,0,54550.753
2462,"H",7,3700,3,48,1000000,1001264,28,2,1,1,3,3,1,3,1,2,2,2,0,2,2,120,2,2,2,30,1,2,0,1,0,2,0,0,0,0,2,1,7,2,360,1,9,1,1,0,1,1,3,1,0,0,2,2,7,1,0,1,0,12400,4,0,0,510,49,2,1,12400,9,0,4,4,4,1,1,1,2,0,2,0,18611.65
2482,"H",7,3602,3,48,1000000,1001264,134,2,1,1,0,0,1,2,8,1,0,2,0,2,2,1,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,4,2,930,1,9,2,1,0,1,1,3,1,0,0,0,1,5,0,0,0,1,0,0,0,0,930,101,4,5,2200,9,0,4,4,4,1,2,1,1,0,0,0,28512.935
2490,"H",7,4604,3,48,1000000,1001264,99,2,1,1,0,0,1,2,9,1,0,2,0,2,2,140,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,2000,1,9,1,1,0,1,1,3,1,0,0,2,30,8,0,0,0,0,0,0,0,0,2143,19,1,7,136000,9,0,4,4,4,1,1,1,1,0,0,0,28981.403
2508,"H",7,1100,3,48,1000000,1001264,16,3,1,1,2,1,1,5,2,2,2,1,0,2,2,100,2,2,160,3,1,3,2500,1,0,2,1,1200,1,1,2,1,9,0,0,1,9,1,1,1300,1,1,1,1,0,250000,4,420,7,1,1,0,1,110060,4,0,1,0,0,1,1,110060,9,0,4,4,4,1,1,1,5,0,3,0,152060.623
2510,"H",7,2200,3,48,1000000,1001264,77,1,1,3,2,1,1,3,2,0,2,2,0,0,0,120,0,2,2,80,2,2,2200,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,160000,2,2,6,0,0,0,0,0,0,0,0,0,0,2,6,15800,9,0,4,4,4,1,1,1,5,0,0,0,33668.612
2552,"H",7,2508,3,48,1000000,1001264,159,2,1,3,1,0,1,2,2,0,1,2,0,0,0,110,0,2,2,50,2,1,0,2,0,0,0,0,0,0,0,1,4,2,600,1,9,0,1,0,1,1,3,1,0,0,1,70,3,4,1,0,1,14000,4,0,0,766,66,2,1,14000,9,0,4,4,4,1,2,1,3,0,2,0,29544.013
2554,"H",7,5800,3,48,1000000,1001264,149,2,1,1,0,0,1,2,9,2,0,2,0,2,2,120,1,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,1100,1,9,2,1,0,1,1,3,1,0,0,2,180,7,0,0,0,0,0,0,0,0,1235,23,1,5,65000,9,0,4,4,4,1,1,1,1,0,0,0,66356.656
2582,"H",7,5500,3,48,1000000,1001264,46,4,1,1,1,0,1,2,1,2,2,2,0,2,1,180,2,2,2,3,1,3,600,1,2000,2,0,0,0,3,2,1,7,0,0,1,9,1,1,0,1,1,2,1,0,40000,4,2,6,1,1,0,1,72300,2,0,0,0,0,1,1,72300,9,0,2,2,2,1,1,1,6,2,4,0,8064.845
2598,"H",7,4905,3,48,1000000,1001264,33,7,1,1,2,1,1,2,2,1,2,2,0,2,2,210,2,2,2,3,1,3,0,1,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,41800,2,2,4,1,0,0,0,87000,2,0,0,0,0,2,1,87000,9,0,2,2,2,1,1,1,4,4,7,0,58288.682
2637,"H",7,1200,3,48,1000000,1001264,71,3,1,3,3,1,1,3,2,0,2,2,0,0,0,100,0,2,2,30,2,1,2600,2,0,0,1,1300,1,1,0,1,5,0,0,1,9,0,1,0,1,1,1,1,0,250000,2,2,5,1,1,0,1,108000,1,0,1,0,0,1,1,108000,9,0,1,1,1,1,1,1,1,1,3,0,106522.614
2678,"H",7,4801,3,48,1000000,1001264,113,5,1,1,2,1,1,4,2,2,2,2,0,2,2,110,2,2,2,200,1,2,2300,1,0,1,2,800,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,210000,5,2,7,1,0,0,0,83400,2,0,1,0,0,4,1,83400,9,0,2,2,2,1,1,1,5,1,5,0,106234.79
2686,"H",7,4613,3,48,1000000,1001264,99,2,1,1,1,0,1,3,2,1,2,2,0,2,2,270,2,2,2,60,1,1,3500,1,0,1,1,2900,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,575000,2,900,11,0,0,0,1,0,0,0,0,0,0,1,5,269500,9,0,4,4,4,1,1,1,2,0,0,0,35866.944
2716,"H",7,900,3,48,1000000,1001264,12,2,1,1,2,2,1,3,2,2,2,2,0,2,1,2,2,2,2,390,1,2,1200,1,0,2,2,1000,2,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,250000,1,480,11,3,0,0,0,146000,4,0,0,0,0,1,1,146000,9,0,4,4,4,1,1,1,4,0,2,0,55786.113
2745,"H",7,4614,3,48,1000000,1001264,191,1,1,3,0,0,1,1,8,0,0,2,0,0,0,60,0,2,2,3,2,3,0,2,0,0,0,0,0,0,0,1,3,2,650,1,9,0,1,0,1,1,3,1,0,0,1,360,6,0,0,0,1,0,0,0,0,740,15,2,4,58000,9,0,4,4,4,1,1,1,1,0,0,0,31684.457
2821,"H",7,2600,3,48,1000000,1001264,99,2,1,1,1,0,1,2,2,1,2,2,0,1,1,40,2,2,2,50,1,1,100,1,0,2,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,1e+05,2,60,1,8,1,0,1,9100,4,0,1,0,0,1,3,9100,9,0,4,4,4,1,1,1,4,0,2,0,30907.1
2826,"H",7,2318,3,48,1000000,1001264,159,2,1,1,1,0,1,2,3,2,2,2,0,2,1,260,2,2,100,3,1,3,0,1,0,2,0,0,0,0,2,1,5,2,1100,1,9,2,1,0,1,1,3,1,0,0,1,1200,6,7,0,0,0,48000,2,0,0,1468,37,5,3,48000,9,0,2,2,2,1,1,1,1,1,2,0,20767.088
2830,"H",7,2507,3,48,1000000,1001264,57,2,1,1,1,0,1,4,2,1,2,2,0,1,2,180,1,2,2,3,1,3,1800,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,130000,2,960,5,4,0,0,0,87000,4,0,0,0,0,1,1,87000,9,0,4,4,4,1,1,1,7,0,2,0,36487.585
2939,"H",7,2303,3,48,1000000,1001264,103,1,1,1,0,0,1,1,6,2,0,2,0,2,1,100,2,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,4,2,730,1,9,2,1,0,1,1,3,1,0,0,1,650,8,0,0,0,0,0,0,0,0,884,42,1,4,25000,9,0,4,4,4,1,1,1,3,0,0,0,48846.554
2958,"H",7,1600,3,48,1000000,1001264,55,2,1,1,1,0,1,3,2,2,2,2,0,2,2,140,2,2,2,3,2,3,740,1,0,1,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,125000,1,780,5,4,0,0,0,31500,4,0,0,0,0,1,1,31500,9,0,4,4,4,1,1,1,5,0,2,0,35838.895
2984,"H",7,2400,3,48,1000000,1001264,39,2,1,1,1,0,1,3,1,2,2,2,0,2,1,90,2,2,2,3,1,3,650,1,3900,2,1,480,1,1,1,1,6,0,0,1,9,2,1,0,1,1,1,1,0,80000,3,480,7,1,1,0,1,179000,4,0,1,0,0,1,1,179000,9,0,4,4,4,1,1,1,4,0,2,0,35394.886
3025,"H",7,4902,3,48,1000000,1001264,73,2,1,3,1,0,1,3,2,0,2,2,0,0,0,60,0,2,2,60,2,1,1800,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,225000,3,410,1,4,0,0,0,52300,4,0,1,0,0,1,1,52300,9,0,4,4,4,1,1,1,7,0,2,0,25963.829
3069,"H",7,5202,3,48,1000000,1001264,40,2,1,1,0,0,1,1,4,2,0,2,0,2,2,70,2,2,2,1,1,1,0,1,0,1,0,0,0,0,2,1,3,2,750,1,9,2,1,0,1,1,3,1,0,0,2,80,6,1,1,0,1,53000,4,0,0,827,19,2,1,53000,9,0,4,4,4,1,2,1,3,0,2,0,25525.812
3126,"H",7,2315,3,48,1000000,1001264,33,2,1,3,1,0,1,2,2,0,2,2,0,0,0,190,0,2,2,30,2,1,0,2,0,0,0,0,0,3,0,1,4,0,0,1,9,0,1,0,1,1,2,1,0,25000,1,70,5,6,1,0,1,12400,4,0,1,0,0,1,2,12400,9,0,4,4,4,1,1,1,7,0,2,0,69670.1
3138,"H",7,501,3,48,1000000,1001264,70,1,1,3,1,0,1,3,2,0,2,2,0,0,0,40,0,2,2,130,2,1,1200,2,0,0,0,0,0,3,0,1,7,0,0,1,9,0,1,0,1,1,2,1,0,250000,1,650,4,0,0,0,0,0,0,0,0,0,0,1,4,101400,9,0,4,4,4,1,1,1,7,0,0,0,62696.959
3153,"H",7,3400,3,48,1000000,1001264,67,2,1,1,1,0,1,4,1,1,2,2,0,2,2,310,2,2,2,3,1,3,1800,1,710,2,1,820,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,105000,2,80,8,2,0,0,0,42320,4,0,0,0,0,1,1,42320,9,0,4,4,4,1,1,1,5,0,2,0,93812.5
3228,"H",7,6000,3,48,1000000,1001264,78,4,1,1,3,1,1,3,2,1,2,2,0,2,2,1,2,2,2,1,1,3,0,1,0,2,0,0,0,0,2,1,10,0,0,1,9,1,1,0,1,1,4,1,0,0,2,1,1,1,0,0,0,99000,3,0,0,0,0,1,1,99000,9,0,3,3,3,1,1,1,5,2,4,0,59261.171
3244,"H",7,2319,3,48,1000000,1001264,50,5,1,1,1,0,1,2,2,2,2,1,0,2,1,190,2,2,2,3,1,3,640,1,0,2,1,1000,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,109000,4,250,10,7,1,0,1,155500,4,0,0,0,0,2,3,155500,9,0,4,4,4,1,1,1,3,0,5,0,57030.521
3253,"H",7,2310,3,48,1000000,1001264,106,2,1,1,0,0,1,1,9,2,0,2,0,2,2,60,1,2,2,3,1,3,0,1,0,2,0,0,0,0,2,1,3,2,940,1,9,2,1,0,1,1,3,1,0,0,2,220,8,0,0,0,0,0,0,0,0,1018,24,1,7,50000,9,0,4,4,4,1,1,1,1,0,0,0,79916.868
3283,"H",7,4503,3,48,1000000,1001264,45,1,1,1,0,0,1,1,9,2,0,2,0,2,2,40,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,3,2,800,1,9,2,1,0,1,1,3,1,0,0,1,350,7,0,0,0,0,0,0,0,0,869,30,1,6,35000,9,0,4,4,4,1,1,1,1,0,0,0,20884.378
3418,"H",7,5600,3,48,1000000,1001264,35,1,1,3,0,0,1,1,5,0,0,2,0,0,0,40,0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,1,4,2,500,1,9,0,1,0,1,1,3,1,0,0,1,1,4,0,0,0,0,0,0,0,0,540,10,1,4,65000,9,0,4,4,4,1,1,1,1,0,0,0,25812.953
3427,"H",7,502,3,48,1000000,1001264,70,8,1,1,1,0,1,3,2,1,2,2,0,2,2,70,2,2,2,3,1,1,0,1,0,1,0,0,0,0,2,1,5,2,1000,1,9,2,1,0,1,1,3,1,0,0,4,600,7,1,1,1,1,77100,3,0,0,1120,17,1,1,77100,9,1,3,2,3,1,1,2,4,2,8,0,52264.561
3503,"H",7,4620,3,48,1000000,1001264,44,2,1,1,1,0,1,2,2,1,2,2,0,2,1,150,2,2,2,3,1,3,1200,1,0,2,1,1000,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,120000,2,850,5,1,0,0,0,70000,4,0,0,0,0,4,1,70000,9,0,4,4,4,1,1,1,3,0,2,0,43342.134
3533,"H",7,5903,3,48,1000000,1001264,149,1,1,3,1,0,1,4,2,0,2,2,0,0,0,180,0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,1,6,2,1000,1,9,0,1,0,1,1,3,1,0,0,1,530,14,0,0,0,0,0,0,0,0,1224,42,2,4,35000,9,0,4,4,4,1,1,1,3,0,0,0,20306
3540,"H",7,4617,3,48,1000000,1001264,56,1,1,3,1,0,1,4,2,0,2,2,0,0,0,150,0,1,2,30,2,3,500,2,0,0,0,0,0,3,0,1,8,0,0,1,9,0,1,0,1,1,2,1,0,38300,0,600,3,0,0,0,0,0,0,0,0,0,0,1,6,13400,9,0,4,4,4,1,1,1,7,0,0,0,44831.159
3543,"H",7,2900,3,48,1000000,1001264,61,2,1,1,2,1,1,4,2,1,2,2,0,2,2,220,1,2,2,80,1,1,1200,1,0,2,2,2300,2,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,6e+05,3,130,8,2,0,0,0,346000,4,0,1,0,0,1,1,346000,9,0,4,4,4,1,1,1,5,0,2,0,44621
3591,"H",7,2200,3,48,1000000,1001264,57,2,1,1,2,1,1,3,2,2,2,2,0,2,1,180,2,2,2,100,1,2,1700,1,0,2,1,1100,1,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,110000,2,2,1,1,0,0,0,1e+05,4,0,1,0,0,1,1,100000,9,0,4,4,4,1,1,1,5,0,2,0,44134.125
3691,"H",7,2320,3,48,1000000,1001264,79,1,1,1,0,0,1,4,9,2,0,2,0,2,2,240,2,1,2,3,2,3,0,1,0,2,0,0,0,0,1,1,7,2,850,1,9,2,1,0,1,1,3,1,0,0,0,500,7,0,0,0,0,0,0,0,0,1132,101,1,6,3330,9,0,4,4,4,1,1,1,4,0,0,0,28572.753
3705,"H",7,4606,3,48,1000000,1001264,59,2,1,2,1,0,1,3,2,0,2,2,0,0,0,160,0,2,2,20,2,1,1300,1,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,65000,2,250,5,4,0,0,0,40400,4,0,1,0,0,1,1,40400,9,0,4,4,4,1,1,1,7,0,2,0,172610.637
3719,"H",7,2306,3,48,1000000,1001264,106,1,1,1,1,0,1,2,2,1,2,2,0,2,2,180,2,2,2,30,1,1,1800,1,0,1,2,650,2,1,2,1,4,0,0,1,9,2,1,0,1,1,1,1,0,190000,1,1100,3,0,0,0,0,0,0,0,0,0,0,1,6,68000,9,0,4,4,4,1,1,1,7,0,0,0,41259.61
3743,"H",7,2102,3,48,1000000,1001264,80,1,1,1,0,0,1,2,4,2,0,2,0,2,2,180,1,2,2,3,2,3,0,2,0,2,0,0,0,0,2,1,5,2,750,1,9,2,1,0,1,1,3,1,0,0,0,2,8,0,0,1,1,0,0,0,0,930,43,1,6,26250,9,0,4,4,4,1,1,1,4,0,0,0,43249.602
3745,"H",7,3602,3,48,1000000,1001264,126,3,1,3,1,0,1,3,1,0,1,2,0,0,0,280,0,2,2,3,2,3,0,2,1800,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,15000,2,550,8,8,1,0,1,41100,2,0,0,0,0,1,3,41100,9,0,2,2,2,1,1,2,5,1,3,0,48986.091
3753,"H",7,6802,3,48,1000000,1001264,111,5,1,1,1,0,1,0,2,2,2,2,0,2,2,200,2,2,2,3,1,3,300,1,0,1,0,0,0,3,2,1,2,0,0,1,9,2,1,0,1,1,2,1,0,60000,2,80,6,1,1,0,1,83300,4,0,0,0,0,2,1,83300,9,0,4,4,4,1,1,1,7,0,5,0,40979.4
3784,"H",7,2315,3,48,1000000,1001264,61,3,1,1,1,0,1,3,2,2,2,2,0,2,2,110,2,2,2,20,1,1,500,1,0,1,1,1200,1,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,2e+05,2,500,3,2,1,0,1,60000,2,0,0,0,0,2,1,60000,9,0,2,2,2,1,1,1,4,1,3,0,25797.841
3786,"H",7,4803,3,48,1000000,1001264,56,1,1,2,1,0,1,1,2,0,2,2,0,0,0,200,0,2,2,3,1,3,0,1,0,0,0,0,0,0,0,1,3,2,350,1,9,0,1,0,1,1,3,1,0,0,1,2,3,0,0,0,0,0,0,0,0,550,18,1,4,36000,9,0,4,4,4,1,1,1,4,0,0,0,56780.158
3824,"H",7,4200,3,48,1000000,1001264,69,2,1,3,1,0,1,3,1,0,2,2,0,0,0,140,0,2,2,3,2,3,0,2,1000,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,25000,1,1000,6,5,0,0,0,33800,2,0,0,0,0,3,2,33800,9,1,2,4,2,1,1,1,4,0,2,1,57243.538
3877,"H",7,6603,3,48,1000000,1001264,127,2,1,3,0,0,1,0,4,0,0,2,0,0,0,80,0,1,2,3,2,3,0,2,0,0,0,0,0,0,0,1,1,2,480,1,9,0,1,0,1,1,3,1,0,0,0,1,4,4,0,0,0,11000,4,0,0,560,61,2,1,11000,9,0,4,4,4,1,1,1,2,0,2,0,63141.382
3999,"H",7,4607,3,48,1000000,1001264,57,2,1,1,1,0,1,3,2,2,2,2,0,1,2,80,2,2,2,40,1,1,350,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,50000,2,320,5,4,0,0,0,78700,4,0,0,0,0,1,1,78700,9,0,4,4,4,1,1,1,7,0,2,0,29021.216
4047,"H",7,2514,3,48,1000000,1001264,54,2,1,1,0,0,1,1,5,2,0,2,0,2,1,40,2,2,2,3,1,9,0,1,0,2,0,0,0,0,2,1,3,2,610,1,9,2,1,0,1,1,3,1,0,0,1,2,8,7,0,0,0,20960,1,0,0,650,37,4,3,20960,9,0,1,1,1,1,1,1,1,1,2,0,63111.394
4070,"H",7,2510,3,48,1000000,1001264,63,3,1,1,2,1,1,4,2,1,2,2,0,2,1,450,2,2,2,3,1,3,0,1,0,2,2,2500,2,1,2,1,9,0,0,1,9,2,1,0,1,1,1,1,0,425000,6,1000,4,1,0,0,0,168500,4,0,0,0,0,1,1,168500,9,0,4,4,4,1,1,1,5,0,3,0,96582.967
4087,"H",7,1800,3,48,1000000,1001264,53,1,1,3,0,0,1,1,5,0,0,2,0,0,0,80,0,2,2,3,1,3,0,2,0,0,0,0,0,0,0,1,2,2,410,1,9,0,1,0,1,1,3,1,0,0,0,300,6,0,0,0,0,0,0,0,0,515,28,1,4,22000,9,0,4,4,4,1,1,1,1,0,0,0,51701.835
4220,"H",7,4302,3,48,1000000,1001264,8,1,1,1,1,0,1,2,1,1,2,2,0,2,2,130,2,2,2,3,1,3,760,1,0,1,0,0,0,3,2,1,4,0,0,1,9,2,1,0,1,1,2,1,0,120000,1,600,12,0,0,0,0,0,0,0,0,0,0,1,6,33000,9,0,4,4,4,1,1,1,4,0,0,0,63580.118
4313,"H",7,5309,3,48,1000000,1001264,50,2,1,1,1,0,1,3,2,2,2,2,0,2,2,140,2,2,2,30,1,1,830,1,0,1,1,1200,1,1,2,1,5,0,0,1,9,2,1,0,1,1,1,1,0,125000,2,110,3,1,0,0,0,126000,4,0,0,0,0,1,1,126000,9,0,4,4,4,1,1,1,6,0,2,0,52189.797
4364,"H",7,4612,3,48,1000000,1001264,62,1,1,1,1,0,1,4,2,1,2,2,0,2,1,190,2,2,2,20,1,3,340,1,0,2,0,0,0,3,2,1,9,0,0,1,9,2,1,0,1,1,2,1,0,6e+05,1,30,3,0,0,0,0,0,0,0,1,0,0,1,6,55000,9,0,4,4,4,1,1,1,5,0,0,0,64072.771
4388,"H",7,3700,3,48,1000000,1001264,44,1,1,2,1,0,1,4,2,0,2,2,0,0,0,170,0,2,2,3,2,3,750,1,0,0,0,0,0,3,0,1,7,0,0,1,9,0,1,0,1,1,2,1,0,120000,1,1200,5,0,0,0,0,0,0,0,1,0,0,1,6,17000,9,0,4,4,4,1,1,1,5,0,0,0,65419
4417,"H",7,1907,3,48,1000000,1001264,83,2,1,1,1,0,1,2,2,1,2,2,0,2,2,110,2,2,2,90,1,1,1900,1,0,1,0,0,0,3,2,1,7,0,0,1,9,2,1,0,1,1,2,1,0,5e+05,2,1100,11,4,0,0,0,67000,4,0,0,0,0,1,1,67000,9,0,4,4,4,1,1,1,4,0,2,0,60171.405
4422,"H",7,5916,3,48,1000000,1001264,230,3,1,1,1,0,1,4,2,1,2,2,0,2,2,100,2,2,2,3,1,3,1200,1,0,1,1,1600,1,1,2,1,8,0,0,1,9,2,1,0,1,1,1,1,0,250000,2,700,13,7,1,0,1,125000,2,0,1,0,0,2,3,165000,9,0,2,2,2,1,1,1,4,1,2,0,21131.424
4429,"H",7,3602,3,48,1000000,1001264,55,4,1,1,1,0,1,2,2,2,2,2,0,2,2,290,2,2,2,40,1,1,800,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,120000,4,40,1,3,1,0,1,110000,2,0,0,0,0,1,1,110000,9,0,2,2,2,1,1,1,5,2,4,0,29205.955
4445,"H",7,2307,3,48,1000000,1001264,74,3,1,1,0,0,1,3,5,2,0,2,720,2,2,160,2,1,2,70,1,1,200,1,0,1,0,0,0,3,2,1,6,0,0,1,9,2,1,0,1,1,2,1,0,40000,2,30,6,7,0,0,0,25000,2,0,1,0,0,1,3,73000,9,0,2,2,2,1,1,1,3,1,2,0,28108.857
4615,"H",7,1100,3,48,1000000,1001264,72,2,1,1,3,1,1,3,2,1,2,2,0,2,2,80,2,2,2,100,1,1,1500,1,0,1,0,0,0,3,2,1,10,0,0,1,9,2,1,0,1,1,2,1,0,85000,2,40,3,4,1,0,1,48930,4,0,0,0,0,1,1,48930,9,0,4,4,4,1,1,1,7,0,2,0,34491.797
4635,"H",7,3302,3,48,1000000,1001264,46,2,1,1,1,0,1,4,2,1,2,1,0,2,1,70,2,2,2,30,2,1,880,1,0,2,0,0,0,3,2,1,5,0,0,1,9,2,1,0,1,1,2,1,0,128000,2,1100,4,4,0,0,0,20100,4,0,0,0,0,2,1,20100,9,0,4,4,4,1,2,1,7,0,2,0,51896.406
4668,"H",7,5909,3,48,1000000,1001264,103,4,1,1,1,0,1,3,2,1,2,2,0,2,2,150,2,2,2,3,1,3,0,1,0,1,2,1000,1,1,2,1,6,0,0,1,9,2,1,0,1,1,1,1,0,135000,2,600,7,2,0,0,0,90800,3,0,0,0,0,1,1,90800,9,0,1,1,1,1,1,1,4,2,4,0,197847.63
4733,"H",7,5915,3,48,1000000,1001264,61,1,1,1,0,0,1,1,8,1,0,2,0,2,2,40,2,2,2,3,1,3,0,1,0,1,0,0,0,0,2,1,4,2,1000,1,9,2,1,0,1,1,3,1,0,0,2,30,8,0,0,0,0,0,0,0,0,1043,11,1,4,109080,9,0,4,4,4,1,1,1,3,0,0,0,39905.92
4809,"H",7,2800,3,48,1000000,1001264,122,3,1,3,1,0,1,3,1,0,2,2,0,0,0,280,0,2,2,120,1,3,0,2,0,0,0,0,0,3,0,1,5,0,0,1,9,0,1,0,1,1,2,1,0,40000,2,600,4,2,1,0,1,75000,1,0,0,0,0,2,1,75000,9,0,1,1,1,1,1,1,4,1,3,0,101173.981
4814,"H",7,6400,3,48,1000000,1001264,18,2,1,3,1,0,1,0,2,0,2,2,0,0,0,500,0,2,2,10,2,3,0,2,0,0,0,0,0,3,0,1,1,0,0,1,9,0,1,0,1,1,2,1,0,70000,2,1200,8,6,1,0,1,2500,4,0,0,0,0,1,2,2500,9,0,4,4,4,1,1,1,4,0,2,0,26936.439
4847,"H",7,5500,3,48,1000000,1001264,214,2,1,3,2,1,1,3,2,0,2,2,0,0,0,380,0,2,2,3,2,3,1200,2,0,0,0,0,0,3,0,1,6,0,0,1,9,0,1,0,1,1,2,1,0,1e+05,1,2,3,5,1,0,1,72930,4,0,0,0,0,1,2,72930,9,0,4,4,4,1,1,1,6,0,2,0,18895.277
4945,"H",7,5308,3,48,1000000,1001264,104,6,1,1,1,0,1,4,2,1,2,2,0,2,2,180,1,2,2,30,1,1,750,1,0,2,2,930,2,1,2,1,7,0,0,1,9,2,1,0,1,1,1,1,0,4e+05,4,1900,17,2,0,0,0,265000,1,0,0,0,0,2,1,265000,9,1,1,4,1,1,1,2,3,0,6,0,48557
4987,"H",7,5911,3,48,1000000,1001264,114,7,1,1,2,1,1,4,2,1,2,2,0,2,2,200,1,2,2,2,1,1,1700,1,0,1,1,2400,1,1,2,1,11,0,0,1,9,2,1,0,1,1,1,1,0,6e+05,2,600,3,2,0,0,0,1e+05,2,0,1,0,0,1,1,100000,9,0,3,3,3,1,1,1,4,5,7,0,64354.617
5030,"H",7,2306,3,48,1000000,1001264,110,2,1,1,1,0,1,3,2,2,2,2,0,2,2,230,1,2,2,30,1,1,0,1,0,2,0,0,0,0,2,1,6,2,1500,1,9,2,1,0,1,1,3,1,0,0,2,60,3,1,0,0,0,88100,4,0,0,1765,24,2,1,88100,9,0,4,4,4,1,1,1,3,0,2,0,15899
5147,"H",7,5915,3,48,1000000,1001264,51,3,1,1,2,1,1,5,2,2,2,2,0,2,2,300,2,2,2,3,1,3,2800,1,0,1,1,3100,1,1,2,1,13,0,0,1,9,2,1,0,1,1,1,1,0,550000,2,1000,8,1,0,0,0,146000,2,0,0,0,0,2,1,146000,9,0,2,2,2,1,1,1,2,1,3,0,53478.669
5156,"H",7,5911,3,48,1000000,1001264,100,2,1,1,1,0,1,4,2,2,2,2,0,2,2,170,2,2,2,2,1,1,1300,1,0,1,0,0,0,3,2,1,8,0,0,1,9,2,1,0,1,1,2,1,0,240000,1,90,5,2,0,0,0,69800,4,0,0,0,0,1,1,69800,9,0,4,4,4,1,1,1,3,0,2,0,80668.236
